Active addresses,Blocks count,Block time,CHAIN,Date(UTC),Value
147111.0,4281,20.182200420462507,Ethereum,2019-02-27T00:00:00Z,539516.0
53.0,16845,5.129118432769368,Gnosis Chain,2019-02-28T00:00:00Z,159.0
138333.0,4366,19.78928080622996,Ethereum,2019-02-28T00:00:00Z,541458.0
91.0,16116,5.361131794489948,Gnosis Chain,2019-03-01T00:00:00Z,394.0
157482.0,5994,14.414414414414416,Ethereum,2019-03-01T00:00:00Z,547622.0
62.0,17280,5.0,Gnosis Chain,2019-03-02T00:00:00Z,222.0
141435.0,6402,13.495782567947517,Ethereum,2019-03-02T00:00:00Z,526912.0
63.0,17280,5.0,Gnosis Chain,2019-03-03T00:00:00Z,265.0
129596.0,6379,13.544442702617966,Ethereum,2019-03-03T00:00:00Z,492382.0
150457.0,6384,13.533834586466163,Ethereum,2019-03-04T00:00:00Z,620211.0
65.0,17169,5.032325703302464,Gnosis Chain,2019-03-04T00:00:00Z,272.0
158625.0,6429,13.43910405972935,Ethereum,2019-03-05T00:00:00Z,598085.0
85.0,17280,5.0,Gnosis Chain,2019-03-05T00:00:00Z,638.0
100.0,16655,5.187631341939357,Gnosis Chain,2019-03-06T00:00:00Z,548.0
157212.0,6399,13.50210970464135,Ethereum,2019-03-06T00:00:00Z,578932.0
155132.0,6438,13.42031686859273,Ethereum,2019-03-07T00:00:00Z,572685.0
127.0,17280,5.0,Gnosis Chain,2019-03-07T00:00:00Z,1530.0
153035.0,6388,13.525360050093926,Ethereum,2019-03-08T00:00:00Z,562361.0
151.0,17280,5.0,Gnosis Chain,2019-03-08T00:00:00Z,669.0
73.0,17280,5.0,Gnosis Chain,2019-03-09T00:00:00Z,481.0
156996.0,6380,13.5423197492163,Ethereum,2019-03-09T00:00:00Z,555854.0
124973.0,6513,13.265776140027636,Ethereum,2019-03-10T00:00:00Z,484038.0
64.0,17280,5.0,Gnosis Chain,2019-03-10T00:00:00Z,301.0
138448.0,6389,13.523243074033497,Ethereum,2019-03-11T00:00:00Z,536412.0
98.0,17280,5.0,Gnosis Chain,2019-03-11T00:00:00Z,322.0
156167.0,6453,13.389121338912132,Ethereum,2019-03-12T00:00:00Z,564306.0
61.0,17275,5.001447178002894,Gnosis Chain,2019-03-12T00:00:00Z,285.0
65.0,17280,5.0,Gnosis Chain,2019-03-13T00:00:00Z,262.0
150840.0,6399,13.50210970464135,Ethereum,2019-03-13T00:00:00Z,573281.0
58.0,17275,5.001447178002894,Gnosis Chain,2019-03-14T00:00:00Z,246.0
150913.0,6422,13.453752725007783,Ethereum,2019-03-14T00:00:00Z,573828.0
150049.0,6424,13.449564134495642,Ethereum,2019-03-15T00:00:00Z,553012.0
89.0,17280,5.0,Gnosis Chain,2019-03-15T00:00:00Z,562.0
127366.0,6511,13.269851021348488,Ethereum,2019-03-16T00:00:00Z,504183.0
51.0,17280,5.0,Gnosis Chain,2019-03-16T00:00:00Z,375.0
132446.0,6415,13.468433359314108,Ethereum,2019-03-17T00:00:00Z,494872.0
42.0,17280,5.0,Gnosis Chain,2019-03-17T00:00:00Z,383.0
51.0,16971,5.091037652465971,Gnosis Chain,2019-03-18T00:00:00Z,336.0
162048.0,6368,13.5678391959799,Ethereum,2019-03-18T00:00:00Z,573940.0
169132.0,6416,13.46633416458853,Ethereum,2019-03-19T00:00:00Z,635940.0
60.0,16906,5.110611617177334,Gnosis Chain,2019-03-19T00:00:00Z,776.0
69.0,17280,5.0,Gnosis Chain,2019-03-20T00:00:00Z,591.0
168414.0,6475,13.343629343629344,Ethereum,2019-03-20T00:00:00Z,630313.0
153596.0,6372,13.559322033898304,Ethereum,2019-03-21T00:00:00Z,618318.0
76.0,15680,5.510204081632653,Gnosis Chain,2019-03-21T00:00:00Z,375.0
76.0,17280,5.0,Gnosis Chain,2019-03-22T00:00:00Z,333.0
158476.0,6409,13.48104228428772,Ethereum,2019-03-22T00:00:00Z,628700.0
148541.0,6431,13.434924584046026,Ethereum,2019-03-23T00:00:00Z,561778.0
116.0,17280,5.0,Gnosis Chain,2019-03-23T00:00:00Z,408.0
144864.0,6432,13.432835820895525,Ethereum,2019-03-24T00:00:00Z,549073.0
41.0,17280,5.0,Gnosis Chain,2019-03-24T00:00:00Z,177.0
187066.0,6429,13.43910405972935,Ethereum,2019-03-25T00:00:00Z,648670.0
58.0,17280,5.0,Gnosis Chain,2019-03-25T00:00:00Z,276.0
58.0,16944,5.09915014164306,Gnosis Chain,2019-03-26T00:00:00Z,238.0
179973.0,6358,13.589178987102862,Ethereum,2019-03-26T00:00:00Z,629010.0
167735.0,6458,13.378755032517809,Ethereum,2019-03-27T00:00:00Z,625948.0
73.0,17280,5.0,Gnosis Chain,2019-03-27T00:00:00Z,441.0
171619.0,6373,13.557194413933782,Ethereum,2019-03-28T00:00:00Z,634367.0
93.0,17229,5.014800626850079,Gnosis Chain,2019-03-28T00:00:00Z,465.0
172285.0,6369,13.565708902496468,Ethereum,2019-03-29T00:00:00Z,640352.0
105.0,16033,5.3888854238133845,Gnosis Chain,2019-03-29T00:00:00Z,462.0
164481.0,6371,13.561450321770522,Ethereum,2019-03-30T00:00:00Z,667967.0
54.0,16071,5.376143363823036,Gnosis Chain,2019-03-30T00:00:00Z,218.0
158569.0,6417,13.464235624123422,Ethereum,2019-03-31T00:00:00Z,646230.0
55.0,15745,5.487456335344554,Gnosis Chain,2019-03-31T00:00:00Z,318.0
201017.0,6420,13.457943925233645,Ethereum,2019-04-01T00:00:00Z,687574.0
87.0,16124,5.358471843215083,Gnosis Chain,2019-04-01T00:00:00Z,41124.0
235324.0,6357,13.591316658801322,Ethereum,2019-04-02T00:00:00Z,758900.0
120.0,13704,6.304728546409807,Gnosis Chain,2019-04-02T00:00:00Z,18217.0
217768.0,6336,13.636363636363637,Ethereum,2019-04-03T00:00:00Z,746605.0
85.0,13805,6.258601955813111,Gnosis Chain,2019-04-03T00:00:00Z,3036.0
192688.0,6406,13.487355604121136,Ethereum,2019-04-04T00:00:00Z,673520.0
81.0,13823,6.250452144975765,Gnosis Chain,2019-04-04T00:00:00Z,1370.0
108.0,13459,6.419496247863883,Gnosis Chain,2019-04-05T00:00:00Z,1196.0
185488.0,6427,13.443286136611173,Ethereum,2019-04-05T00:00:00Z,621924.0
159376.0,6452,13.391196528208308,Ethereum,2019-04-06T00:00:00Z,559039.0
52.0,13824,6.25,Gnosis Chain,2019-04-06T00:00:00Z,532.0
64.0,13824,6.25,Gnosis Chain,2019-04-07T00:00:00Z,4976.0
168345.0,6476,13.341568869672637,Ethereum,2019-04-07T00:00:00Z,572886.0
68.0,13440,6.428571428571429,Gnosis Chain,2019-04-08T00:00:00Z,558.0
192401.0,6441,13.414066138798324,Ethereum,2019-04-08T00:00:00Z,668000.0
124.0,13802,6.259962324300826,Gnosis Chain,2019-04-09T00:00:00Z,9210.0
196651.0,6430,13.43701399688958,Ethereum,2019-04-09T00:00:00Z,656914.0
104.0,12668,6.820334701610356,Gnosis Chain,2019-04-10T00:00:00Z,25185.0
177955.0,6455,13.384972889233152,Ethereum,2019-04-10T00:00:00Z,674070.0
216582.0,6384,13.533834586466163,Ethereum,2019-04-11T00:00:00Z,729032.0
152.0,13824,6.25,Gnosis Chain,2019-04-11T00:00:00Z,1859.0
109.0,14786,5.843365345597187,Gnosis Chain,2019-04-12T00:00:00Z,2086.0
233426.0,6420,13.457943925233645,Ethereum,2019-04-12T00:00:00Z,694793.0
120.0,17280,5.0,Gnosis Chain,2019-04-13T00:00:00Z,2177.0
186656.0,6483,13.327163350300786,Ethereum,2019-04-13T00:00:00Z,614291.0
46.0,17280,5.0,Gnosis Chain,2019-04-14T00:00:00Z,879.0
143346.0,6422,13.453752725007783,Ethereum,2019-04-14T00:00:00Z,551055.0
49.0,17277,5.000868206285814,Gnosis Chain,2019-04-15T00:00:00Z,732.0
176799.0,6443,13.409902219462984,Ethereum,2019-04-15T00:00:00Z,622058.0
171578.0,6408,13.48314606741573,Ethereum,2019-04-16T00:00:00Z,656461.0
56.0,17280,5.0,Gnosis Chain,2019-04-16T00:00:00Z,548.0
51.0,17278,5.000578770691052,Gnosis Chain,2019-04-17T00:00:00Z,751.0
178250.0,6381,13.540197461212976,Ethereum,2019-04-17T00:00:00Z,681896.0
189068.0,6406,13.487355604121136,Ethereum,2019-04-18T00:00:00Z,697650.0
65.0,17280,5.0,Gnosis Chain,2019-04-18T00:00:00Z,1059.0
207530.0,6449,13.397425957512793,Ethereum,2019-04-19T00:00:00Z,693183.0
44.0,17280,5.0,Gnosis Chain,2019-04-19T00:00:00Z,202.0
54.0,17280,5.0,Gnosis Chain,2019-04-20T00:00:00Z,235.0
268390.0,6370,13.563579277864992,Ethereum,2019-04-20T00:00:00Z,686824.0
45.0,17280,5.0,Gnosis Chain,2019-04-21T00:00:00Z,305.0
202821.0,6462,13.370473537604456,Ethereum,2019-04-21T00:00:00Z,631190.0
199284.0,6429,13.43910405972935,Ethereum,2019-04-22T00:00:00Z,719306.0
46.0,14659,5.893990040248312,Gnosis Chain,2019-04-22T00:00:00Z,209.0
55.0,15730,5.492689129052765,Gnosis Chain,2019-04-23T00:00:00Z,275.0
217898.0,6296,13.72299872935197,Ethereum,2019-04-23T00:00:00Z,729268.0
198779.0,6392,13.516896120150188,Ethereum,2019-04-24T00:00:00Z,668917.0
73.0,17280,5.0,Gnosis Chain,2019-04-24T00:00:00Z,360.0
189268.0,6466,13.362202288895762,Ethereum,2019-04-25T00:00:00Z,680812.0
87.0,17189,5.026470417127233,Gnosis Chain,2019-04-25T00:00:00Z,565.0
78.0,16325,5.292496171516079,Gnosis Chain,2019-04-26T00:00:00Z,412.0
180112.0,6453,13.389121338912132,Ethereum,2019-04-26T00:00:00Z,661061.0
154787.0,6476,13.341568869672637,Ethereum,2019-04-27T00:00:00Z,562687.0
35.0,17280,5.0,Gnosis Chain,2019-04-27T00:00:00Z,348.0
34.0,17280,5.0,Gnosis Chain,2019-04-28T00:00:00Z,173.0
156342.0,6389,13.523243074033497,Ethereum,2019-04-28T00:00:00Z,593482.0
60.0,16193,5.3356388562959305,Gnosis Chain,2019-04-29T00:00:00Z,897.0
170040.0,6452,13.391196528208308,Ethereum,2019-04-29T00:00:00Z,628989.0
96.0,15556,5.554127024942145,Gnosis Chain,2019-04-30T00:00:00Z,8416.0
193979.0,6412,13.474734872114784,Ethereum,2019-04-30T00:00:00Z,707771.0
66.0,17280,5.0,Gnosis Chain,2019-05-01T00:00:00Z,388.0
196783.0,6465,13.364269141531322,Ethereum,2019-05-01T00:00:00Z,703790.0
158976.0,6442,13.411983855945358,Ethereum,2019-05-02T00:00:00Z,626308.0
83.0,17274,5.001736714136853,Gnosis Chain,2019-05-02T00:00:00Z,1122.0
230.0,17280,5.0,Gnosis Chain,2019-05-03T00:00:00Z,15526.0
173774.0,6341,13.625611102349788,Ethereum,2019-05-03T00:00:00Z,670882.0
138.0,17280,5.0,Gnosis Chain,2019-05-04T00:00:00Z,8637.0
157037.0,6530,13.2312404287902,Ethereum,2019-05-04T00:00:00Z,623395.0
91.0,17280,5.0,Gnosis Chain,2019-05-05T00:00:00Z,991.0
166330.0,6386,13.529595991230815,Ethereum,2019-05-05T00:00:00Z,637464.0
176380.0,6359,13.58704198773392,Ethereum,2019-05-06T00:00:00Z,706135.0
69.0,17280,5.0,Gnosis Chain,2019-05-06T00:00:00Z,825.0
174171.0,6395,13.510555121188428,Ethereum,2019-05-07T00:00:00Z,658146.0
78.0,17280,5.0,Gnosis Chain,2019-05-07T00:00:00Z,1058.0
81.0,17280,5.0,Gnosis Chain,2019-05-08T00:00:00Z,1267.0
177773.0,6336,13.636363636363637,Ethereum,2019-05-08T00:00:00Z,686996.0
80.0,17280,5.0,Gnosis Chain,2019-05-09T00:00:00Z,546.0
189168.0,6364,13.576367064739156,Ethereum,2019-05-09T00:00:00Z,718440.0
195147.0,6439,13.418232644820623,Ethereum,2019-05-10T00:00:00Z,736762.0
528.0,17280,5.0,Gnosis Chain,2019-05-10T00:00:00Z,3223.0
315.0,17280,5.0,Gnosis Chain,2019-05-11T00:00:00Z,3132.0
196315.0,6396,13.50844277673546,Ethereum,2019-05-11T00:00:00Z,742337.0
49.0,17280,5.0,Gnosis Chain,2019-05-12T00:00:00Z,215.0
188596.0,6441,13.414066138798324,Ethereum,2019-05-12T00:00:00Z,715827.0
79.0,17280,5.0,Gnosis Chain,2019-05-13T00:00:00Z,758.0
212634.0,6360,13.58490566037736,Ethereum,2019-05-13T00:00:00Z,758695.0
52.0,17280,5.0,Gnosis Chain,2019-05-14T00:00:00Z,826.0
237811.0,6470,13.353941267387944,Ethereum,2019-05-14T00:00:00Z,830785.0
64.0,17280,5.0,Gnosis Chain,2019-05-15T00:00:00Z,640.0
246244.0,6470,13.353941267387944,Ethereum,2019-05-15T00:00:00Z,847606.0
263577.0,6342,13.623462630085148,Ethereum,2019-05-16T00:00:00Z,908208.0
73.0,17280,5.0,Gnosis Chain,2019-05-16T00:00:00Z,684.0
73.0,17280,5.0,Gnosis Chain,2019-05-17T00:00:00Z,2764.0
233620.0,6439,13.418232644820623,Ethereum,2019-05-17T00:00:00Z,810320.0
210610.0,6402,13.495782567947517,Ethereum,2019-05-18T00:00:00Z,735420.0
81.0,17280,5.0,Gnosis Chain,2019-05-18T00:00:00Z,1373.0
206291.0,6386,13.529595991230815,Ethereum,2019-05-19T00:00:00Z,752431.0
189.0,17280,5.0,Gnosis Chain,2019-05-19T00:00:00Z,3611.0
222817.0,6349,13.608442274373918,Ethereum,2019-05-20T00:00:00Z,860161.0
62.0,17280,5.0,Gnosis Chain,2019-05-20T00:00:00Z,1027.0
56.0,17280,5.0,Gnosis Chain,2019-05-21T00:00:00Z,636.0
238840.0,6339,13.62991008045433,Ethereum,2019-05-21T00:00:00Z,812799.0
56.0,17280,5.0,Gnosis Chain,2019-05-22T00:00:00Z,1035.0
220629.0,6401,13.497890954538354,Ethereum,2019-05-22T00:00:00Z,873384.0
36.0,17280,5.0,Gnosis Chain,2019-05-23T00:00:00Z,369.0
224739.0,6329,13.651445726023068,Ethereum,2019-05-23T00:00:00Z,846724.0
235089.0,6392,13.516896120150188,Ethereum,2019-05-24T00:00:00Z,904057.0
60.0,17280,5.0,Gnosis Chain,2019-05-24T00:00:00Z,628.0
217246.0,6526,13.23935029114312,Ethereum,2019-05-25T00:00:00Z,839949.0
37.0,17280,5.0,Gnosis Chain,2019-05-25T00:00:00Z,414.0
211793.0,6428,13.4411947728687,Ethereum,2019-05-26T00:00:00Z,763094.0
33.0,17280,5.0,Gnosis Chain,2019-05-26T00:00:00Z,349.0
59.0,17280,5.0,Gnosis Chain,2019-05-27T00:00:00Z,453.0
256429.0,6393,13.51478179258564,Ethereum,2019-05-27T00:00:00Z,941733.0
239014.0,6342,13.623462630085148,Ethereum,2019-05-28T00:00:00Z,910535.0
49.0,17280,5.0,Gnosis Chain,2019-05-28T00:00:00Z,389.0
244926.0,6536,13.219094247246025,Ethereum,2019-05-29T00:00:00Z,947509.0
97.0,17280,5.0,Gnosis Chain,2019-05-29T00:00:00Z,496.0
243970.0,6301,13.712109189017616,Ethereum,2019-05-30T00:00:00Z,891907.0
54.0,17280,5.0,Gnosis Chain,2019-05-30T00:00:00Z,448.0
41.0,17280,5.0,Gnosis Chain,2019-05-31T00:00:00Z,474.0
265127.0,6476,13.341568869672637,Ethereum,2019-05-31T00:00:00Z,870676.0
335814.0,6366,13.572101790763432,Ethereum,2019-06-01T00:00:00Z,956751.0
37.0,17280,5.0,Gnosis Chain,2019-06-01T00:00:00Z,316.0
34.0,17280,5.0,Gnosis Chain,2019-06-02T00:00:00Z,423.0
258429.0,6386,13.529595991230815,Ethereum,2019-06-02T00:00:00Z,890894.0
68.0,17280,5.0,Gnosis Chain,2019-06-03T00:00:00Z,870.0
237843.0,6322,13.66656121480544,Ethereum,2019-06-03T00:00:00Z,889067.0
63.0,17280,5.0,Gnosis Chain,2019-06-04T00:00:00Z,514.0
245237.0,6401,13.497890954538354,Ethereum,2019-06-04T00:00:00Z,891955.0
220957.0,6398,13.504220068771492,Ethereum,2019-06-05T00:00:00Z,799392.0
63.0,17280,5.0,Gnosis Chain,2019-06-05T00:00:00Z,594.0
285798.0,6452,13.391196528208308,Ethereum,2019-06-06T00:00:00Z,824817.0
68.0,17280,5.0,Gnosis Chain,2019-06-06T00:00:00Z,490.0
63.0,17280,5.0,Gnosis Chain,2019-06-07T00:00:00Z,491.0
195934.0,6345,13.617021276595745,Ethereum,2019-06-07T00:00:00Z,758454.0
186530.0,6337,13.634211772131923,Ethereum,2019-06-08T00:00:00Z,992653.0
61.0,17280,5.0,Gnosis Chain,2019-06-08T00:00:00Z,476.0
38.0,17280,5.0,Gnosis Chain,2019-06-09T00:00:00Z,374.0
239642.0,6368,13.5678391959799,Ethereum,2019-06-09T00:00:00Z,715741.0
219017.0,6447,13.401582131223826,Ethereum,2019-06-10T00:00:00Z,963694.0
58.0,17278,5.000578770691052,Gnosis Chain,2019-06-10T00:00:00Z,381.0
285275.0,6392,13.516896120150188,Ethereum,2019-06-11T00:00:00Z,930038.0
62.0,17280,5.0,Gnosis Chain,2019-06-11T00:00:00Z,405.0
90.0,17280,5.0,Gnosis Chain,2019-06-12T00:00:00Z,869.0
379140.0,6372,13.559322033898304,Ethereum,2019-06-12T00:00:00Z,860682.0
94.0,17280,5.0,Gnosis Chain,2019-06-13T00:00:00Z,980.0
251005.0,6417,13.464235624123422,Ethereum,2019-06-13T00:00:00Z,749758.0
241199.0,6410,13.478939157566302,Ethereum,2019-06-14T00:00:00Z,825364.0
83.0,17278,5.000578770691052,Gnosis Chain,2019-06-14T00:00:00Z,441.0
232835.0,6368,13.5678391959799,Ethereum,2019-06-15T00:00:00Z,938952.0
58.0,17280,5.0,Gnosis Chain,2019-06-15T00:00:00Z,331.0
41.0,17280,5.0,Gnosis Chain,2019-06-16T00:00:00Z,290.0
343882.0,6436,13.424487259167185,Ethereum,2019-06-16T00:00:00Z,888979.0
219556.0,6380,13.5423197492163,Ethereum,2019-06-17T00:00:00Z,944094.0
1033.0,17280,5.0,Gnosis Chain,2019-06-17T00:00:00Z,1460.0
232195.0,6369,13.565708902496468,Ethereum,2019-06-18T00:00:00Z,850016.0
70.0,17280,5.0,Gnosis Chain,2019-06-18T00:00:00Z,395.0
56.0,17280,5.0,Gnosis Chain,2019-06-19T00:00:00Z,317.0
225050.0,6397,13.506331092699703,Ethereum,2019-06-19T00:00:00Z,886054.0
64.0,17280,5.0,Gnosis Chain,2019-06-20T00:00:00Z,342.0
207850.0,6397,13.506331092699703,Ethereum,2019-06-20T00:00:00Z,985024.0
263751.0,6332,13.644977890082124,Ethereum,2019-06-21T00:00:00Z,777627.0
58.0,17280,5.0,Gnosis Chain,2019-06-21T00:00:00Z,336.0
52.0,17280,5.0,Gnosis Chain,2019-06-22T00:00:00Z,281.0
252761.0,6457,13.380827009447112,Ethereum,2019-06-22T00:00:00Z,758133.0
31.0,17280,5.0,Gnosis Chain,2019-06-23T00:00:00Z,157.0
231486.0,6400,13.5,Ethereum,2019-06-23T00:00:00Z,773499.0
242331.0,6436,13.424487259167185,Ethereum,2019-06-24T00:00:00Z,809637.0
39.0,17279,5.00028936859772,Gnosis Chain,2019-06-24T00:00:00Z,180.0
60.0,17280,5.0,Gnosis Chain,2019-06-25T00:00:00Z,256.0
242531.0,6422,13.453752725007783,Ethereum,2019-06-25T00:00:00Z,932194.0
82.0,17280,5.0,Gnosis Chain,2019-06-26T00:00:00Z,613.0
277627.0,6421,13.455847998754088,Ethereum,2019-06-26T00:00:00Z,848601.0
240819.0,6386,13.529595991230815,Ethereum,2019-06-27T00:00:00Z,814118.0
47.0,17280,5.0,Gnosis Chain,2019-06-27T00:00:00Z,251.0
219619.0,6395,13.510555121188428,Ethereum,2019-06-28T00:00:00Z,1004170.0
41.0,17280,5.0,Gnosis Chain,2019-06-28T00:00:00Z,176.0
50.0,17280,5.0,Gnosis Chain,2019-06-29T00:00:00Z,240.0
212647.0,6433,13.430747707135083,Ethereum,2019-06-29T00:00:00Z,733337.0
187553.0,6426,13.445378151260504,Ethereum,2019-06-30T00:00:00Z,685958.0
50.0,17279,5.00028936859772,Gnosis Chain,2019-06-30T00:00:00Z,216.0
51.0,17280,5.0,Gnosis Chain,2019-07-01T00:00:00Z,221.0
212787.0,6434,13.42866024246192,Ethereum,2019-07-01T00:00:00Z,951985.0
276388.0,6407,13.485250507257687,Ethereum,2019-07-02T00:00:00Z,895054.0
45.0,17280,5.0,Gnosis Chain,2019-07-02T00:00:00Z,260.0
252567.0,6397,13.506331092699703,Ethereum,2019-07-03T00:00:00Z,753227.0
57.0,17280,5.0,Gnosis Chain,2019-07-03T00:00:00Z,499.0
52.0,17280,5.0,Gnosis Chain,2019-07-04T00:00:00Z,291.0
243525.0,6411,13.476836686944315,Ethereum,2019-07-04T00:00:00Z,747514.0
223727.0,6379,13.544442702617966,Ethereum,2019-07-05T00:00:00Z,849080.0
52.0,17280,5.0,Gnosis Chain,2019-07-05T00:00:00Z,346.0
204291.0,6483,13.327163350300786,Ethereum,2019-07-06T00:00:00Z,754040.0
42.0,17279,5.00028936859772,Gnosis Chain,2019-07-06T00:00:00Z,208.0
176693.0,6482,13.329219376735576,Ethereum,2019-07-07T00:00:00Z,582067.0
33.0,17280,5.0,Gnosis Chain,2019-07-07T00:00:00Z,165.0
223436.0,6419,13.460040504751518,Ethereum,2019-07-08T00:00:00Z,809796.0
45.0,17280,5.0,Gnosis Chain,2019-07-08T00:00:00Z,276.0
54.0,17280,5.0,Gnosis Chain,2019-07-09T00:00:00Z,4289.0
243354.0,6453,13.389121338912132,Ethereum,2019-07-09T00:00:00Z,771955.0
48.0,17280,5.0,Gnosis Chain,2019-07-10T00:00:00Z,4344.0
224482.0,6398,13.504220068771492,Ethereum,2019-07-10T00:00:00Z,736096.0
49.0,17280,5.0,Gnosis Chain,2019-07-11T00:00:00Z,321.0
204716.0,6436,13.424487259167185,Ethereum,2019-07-11T00:00:00Z,975288.0
226778.0,6339,13.62991008045433,Ethereum,2019-07-12T00:00:00Z,726392.0
51.0,17280,5.0,Gnosis Chain,2019-07-12T00:00:00Z,305.0
175470.0,6438,13.42031686859273,Ethereum,2019-07-13T00:00:00Z,587283.0
43.0,17280,5.0,Gnosis Chain,2019-07-13T00:00:00Z,288.0
182150.0,6525,13.241379310344827,Ethereum,2019-07-14T00:00:00Z,613490.0
43.0,17280,5.0,Gnosis Chain,2019-07-14T00:00:00Z,345.0
36.0,17280,5.0,Gnosis Chain,2019-07-15T00:00:00Z,203.0
223614.0,6346,13.614875512133628,Ethereum,2019-07-15T00:00:00Z,743294.0
48.0,17280,5.0,Gnosis Chain,2019-07-16T00:00:00Z,408.0
167836.0,6318,13.675213675213676,Ethereum,2019-07-16T00:00:00Z,1003278.0
212531.0,6381,13.540197461212976,Ethereum,2019-07-17T00:00:00Z,830029.0
39.0,16943,5.099451100749572,Gnosis Chain,2019-07-17T00:00:00Z,320.0
202375.0,6478,13.337449830194505,Ethereum,2019-07-18T00:00:00Z,667874.0
57.0,17016,5.077574047954866,Gnosis Chain,2019-07-18T00:00:00Z,761.0
84.0,17010,5.079365079365079,Gnosis Chain,2019-07-19T00:00:00Z,604.0
208435.0,6364,13.576367064739156,Ethereum,2019-07-19T00:00:00Z,815548.0
66.0,16567,5.215186817166656,Gnosis Chain,2019-07-20T00:00:00Z,643.0
175025.0,6504,13.284132841328413,Ethereum,2019-07-20T00:00:00Z,584085.0
45.0,15552,5.555555555555555,Gnosis Chain,2019-07-21T00:00:00Z,1061.0
158932.0,6403,13.493674839918787,Ethereum,2019-07-21T00:00:00Z,522416.0
49.0,16671,5.182652510347309,Gnosis Chain,2019-07-22T00:00:00Z,337.0
185911.0,6481,13.33127603764851,Ethereum,2019-07-22T00:00:00Z,640666.0
60.0,17273,5.002026283795519,Gnosis Chain,2019-07-23T00:00:00Z,378.0
175660.0,6477,13.33950903195924,Ethereum,2019-07-23T00:00:00Z,606795.0
55.0,17280,5.0,Gnosis Chain,2019-07-24T00:00:00Z,306.0
163977.0,6436,13.424487259167185,Ethereum,2019-07-24T00:00:00Z,907213.0
171650.0,6358,13.589178987102862,Ethereum,2019-07-25T00:00:00Z,949864.0
50.0,17280,5.0,Gnosis Chain,2019-07-25T00:00:00Z,392.0
91.0,17280,5.0,Gnosis Chain,2019-07-26T00:00:00Z,4109.0
193853.0,6451,13.393272360874285,Ethereum,2019-07-26T00:00:00Z,640260.0
41.0,17280,5.0,Gnosis Chain,2019-07-27T00:00:00Z,361.0
183581.0,6477,13.33950903195924,Ethereum,2019-07-27T00:00:00Z,577697.0
175714.0,6458,13.378755032517809,Ethereum,2019-07-28T00:00:00Z,572697.0
41.0,17280,5.0,Gnosis Chain,2019-07-28T00:00:00Z,758.0
60.0,17280,5.0,Gnosis Chain,2019-07-29T00:00:00Z,486.0
194275.0,6379,13.544442702617966,Ethereum,2019-07-29T00:00:00Z,676990.0
52.0,17280,5.0,Gnosis Chain,2019-07-30T00:00:00Z,296.0
231895.0,6502,13.288219009535528,Ethereum,2019-07-30T00:00:00Z,715782.0
192339.0,6405,13.489461358313818,Ethereum,2019-07-31T00:00:00Z,684284.0
54.0,17280,5.0,Gnosis Chain,2019-07-31T00:00:00Z,805.0
53.0,17280,5.0,Gnosis Chain,2019-08-01T00:00:00Z,695.0
176407.0,6343,13.62131483525146,Ethereum,2019-08-01T00:00:00Z,877643.0
55.0,17280,5.0,Gnosis Chain,2019-08-02T00:00:00Z,551.0
202374.0,6511,13.269851021348488,Ethereum,2019-08-02T00:00:00Z,768312.0
162010.0,6472,13.349814585908527,Ethereum,2019-08-03T00:00:00Z,783492.0
41.0,17280,5.0,Gnosis Chain,2019-08-03T00:00:00Z,449.0
46.0,17280,5.0,Gnosis Chain,2019-08-04T00:00:00Z,4916.0
175035.0,6435,13.426573426573428,Ethereum,2019-08-04T00:00:00Z,569134.0
230537.0,6445,13.405740884406518,Ethereum,2019-08-05T00:00:00Z,718438.0
50.0,17273,5.002026283795519,Gnosis Chain,2019-08-05T00:00:00Z,4271.0
57.0,17280,5.0,Gnosis Chain,2019-08-06T00:00:00Z,571.0
240780.0,6450,13.395348837209305,Ethereum,2019-08-06T00:00:00Z,732052.0
56.0,17280,5.0,Gnosis Chain,2019-08-07T00:00:00Z,1895.0
209321.0,6482,13.329219376735576,Ethereum,2019-08-07T00:00:00Z,742477.0
54.0,17280,5.0,Gnosis Chain,2019-08-08T00:00:00Z,1274.0
213040.0,6384,13.533834586466163,Ethereum,2019-08-08T00:00:00Z,692736.0
54.0,17280,5.0,Gnosis Chain,2019-08-09T00:00:00Z,1646.0
221345.0,6420,13.457943925233645,Ethereum,2019-08-09T00:00:00Z,721762.0
206305.0,6496,13.300492610837438,Ethereum,2019-08-10T00:00:00Z,630929.0
42.0,17279,5.00028936859772,Gnosis Chain,2019-08-10T00:00:00Z,1469.0
24.0,17280,5.0,Gnosis Chain,2019-08-11T00:00:00Z,98.0
181987.0,6423,13.451658103689864,Ethereum,2019-08-11T00:00:00Z,582507.0
241695.0,6484,13.325107958050586,Ethereum,2019-08-12T00:00:00Z,712949.0
41.0,17280,5.0,Gnosis Chain,2019-08-12T00:00:00Z,403.0
210751.0,6427,13.443286136611173,Ethereum,2019-08-13T00:00:00Z,698671.0
55.0,17280,5.0,Gnosis Chain,2019-08-13T00:00:00Z,3645.0
220037.0,6459,13.376683697166744,Ethereum,2019-08-14T00:00:00Z,736647.0
61.0,17280,5.0,Gnosis Chain,2019-08-14T00:00:00Z,1054.0
194684.0,6413,13.472633712770934,Ethereum,2019-08-15T00:00:00Z,689076.0
67.0,17280,5.0,Gnosis Chain,2019-08-15T00:00:00Z,2064.0
